,ResponseID,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30
867,R_dnekC2Q8CRBK75P,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
869,R_e3fN9TB6zo5dkq1,4,3,5,2,1,4,3,1,3,3,1,3,4,4,3,2,3,3,3,3,3,2,2,4,1,4,5,1,4,2,3
874,R_e8oXntVSoKqk1Jr,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
876,R_eailS2D0WBeIHWJ,6,1,5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5
877,R_eailS2D0WBeIHWJ,4,3,4,4,4,4,5,3,4,3,5,3,1,4,3,4,4,5,4,4,4,4,3,4,3,4,5,1,1,1,4
879,R_eb1s8mr5SdRv5yZ,4,5,5,4,5,5,5,3,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4
880,R_eeUQiCdcmCbyMSh,4,5,5,3,3,2,3,1,3,4,4,4,3,2,3,4,4,5,3,4,4,5,4,4,3,4,5,1,3,3,3
881,R_eeUQiCdcmCbyMSh,6,4,5,3,3,3,4,1,3,3,4,4,3,2,3,4,4,5,3,4,3,3,3,4,3,3,4,1,3,3,3
882,R_eFfcFoAjCauZpFX,4,5,5,5,5,5,5,3,3,5,5,5,3,4,3,5,4,3,5,4,5,3,4,3,3,4,5,4,5,3,3
883,R_eFfcFoAjCauZpFX,6,5,5,5,5,5,5,3,3,5,5,5,3,5,3,5,5,5,5,5,5,5,4,5,4,5,5,4,5,3,3
884,R_eg7kXGpTb0UjqQt,4,4,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4
887,R_ehVYbesmQVD0krr,4,3,4,4,4,4,3,2,4,3,4,4,3,4,3,3,4,4,4,4,4,5,3,4,3,4,5,1,3,3,3
888,R_eJ1aVwLzUYbLWh7,4,5,5,5,4,4,4,4,3,4,5,5,3,3,3,5,5,4,5,4,5,5,3,5,5,5,5,5,5,5,4
889,R_eJ1aVwLzUYbLWh7,6,5,5,5,4,4,4,4,3,4,5,5,3,3,3,5,5,4,5,4,5,5,3,5,5,5,5,5,5,5,4
892,R_elgGXlOcDO8LZUV,8,3,4,5,5,3,2,3,4,5,5,5,1,2,3,5,5,5,3,4,5,5,2,5,4,5,5,3,5,3,5
893,R_elgGXlOcDO8LZUV,1,3,5,5,5,4,4,3,4,5,5,5,1,3,4,5,5,5,4,5,5,5,3,5,4,5,5,3,5,3,5
894,R_eM3Ljcjjhfo5u2p,8,3,5,5,4,3,4,2,2,4,5,4,2,3,3,4,4,5,3,4,5,5,3,4,5,4,5,2,3,3,5
895,R_eM3Ljcjjhfo5u2p,6,4,5,5,4,3,5,2,2,4,5,4,2,3,3,4,4,5,3,4,5,5,3,4,5,4,5,2,3,3,5
896,R_eP5sr1UjyiKatTL,1,2,5,4,4,4,4,3,1,5,4,5,2,3,3,5,5,3,4,5,5,5,3,5,4,5,5,3,3,4,5
898,R_eRHAyTVkKnAlzXT,4,4,5,5,5,4,4,5,4,4,5,4,3,4,3,4,4,5,4,4,5,5,4,5,5,4,5,2,5,4,5
899,R_eRHAyTVkKnAlzXT,6,5,5,5,5,4,5,2,5,5,5,4,3,4,3,4,5,5,4,4,5,5,4,5,5,4,5,2,5,4,5
900,R_es2Cy9bZDBJINXD,1,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,2,5,2,5,5,4,5,5,5,5,4,5,2,5
902,R_eVsGbsZSsEHvXnf,6,1,3,5,3,3,5,3,1,3,3,5,3,3,3,5,5,5,4,5,5,5,3,3,5,5,5,3,3,3,2
903,R_eVsGbsZSsEHvXnf,4,3,3,3,3,3,5,3,1,3,3,5,4,3,3,5,4,4,3,4,4,5,3,3,5,5,4,3,3,3,2
904,R_eXJ1WE0tjkhwWiN,1,2,3,4,4,4,4,2,2,3,3,4,3,5,3,4,5,3,4,4,4,5,3,5,3,3,5,2,4,3,3
905,R_eXJ1WE0tjkhwWiN,4,3,5,4,5,4,4,3,5,4,3,3,4,3,3,4,4,3,4,4,4,4,3,4,5,3,4,4,3,3,3
906,R_eyQaTOU4KawwSK9,6,4,4,4,5,3,5,2,3,5,5,5,2,4,3,4,5,4,3,4,4,5,5,4,4,5,4,2,4,3,3
907,R_eyQaTOU4KawwSK9,4,4,4,3,4,3,4,2,3,4,4,4,3,4,3,3,5,4,3,4,4,4,3,4,2,5,4,2,4,3,2
908,R_eyrEJQTX8m6tmQt,4,5,5,5,5,5,4,4,5,4,4,5,5,5,1,5,3,4,4,5,4,4,3,5,5,5,5,4,5,1,5
909,R_eyrEJQTX8m6tmQt,6,1,4,5,5,5,4,5,1,4,4,5,5,5,1,5,3,4,4,5,4,4,5,4,4,5,5,5,5,1,4
911,SS_1TgsvuHeXmNMjyJ,4,4,4,4,5,3,4,4,4,4,3,3,4,4,3,4,3,3,5,4,4,4,3,4,4,4,4,3,3,2,4
912,SS_4O4hwzyzH0xzDXD,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
913,SS_4O4hwzyzH0xzDXD,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
914,SS_4ZyXbMxcRMCZYnb,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3
916,SS_5BIAiwmjESINBvT,4,5,4,2,4,4,4,3,4,1,2,3,4,3,3,3,4,4,3,4,3,2,2,3,2,3,3,3,3,3,3
